timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,conf_gyro,conf_acc
1669243047.2007,0.0131772,0.0051487,0.0031416,1.536,-0.5100001,9.3980007,0.9774729457394844,0.8612224843719996
1669243047.2106,0.0111701,0.0053233,0.0043633,1.2240001,-0.554,9.5500002,0.9972815322054089,0.9809713224567304
1669243047.2206,0.0130027,-0.0002618,0.0053233,1.108,-0.44,9.8980007,0.9899018801913101,0.980643259627529
1669243047.2305,0.018675,0.0032289,0.0047997,1.238,-0.54,10.1760006,0.9638792715662368,0.9166678911805288
1669243047.2406,0.0142244,0.0029671,0.0056723,1.194,-0.238,9.8480005,0.9829103263954306,0.8894372820200662
1669243047.2505,0.0025307,0.0017453,0.0045379,1.378,-0.444,9.7460003,0.9374685647229442,0.9527566232324338
1669243047.2606,0.0089884,0.0046251,0.0059341,1.24,-0.568,9.1820002,0.9522278687511416,0.9051850852118961
1669243047.2705,0.023911,0.0010472,0.008203,1.176,-0.532,9.6460009,0.9394103910143325,0.9402894647365799
1669243047.2806,0.0180642,-0.0020071,0.0060214,1.3260001,-0.33,10.3180008,0.9685404557857444,0.8982954377194324
1669243047.2905,0.0100356,-0.0057596,0.0027053,1.2780001,-0.384,9.9620008,0.9662096411426085,0.9425861341964538
1669243047.3005,0.011781,-0.0084648,0.0038397,1.296,-0.354,9.9520006,0.9751430212298766,0.9963910792233207
1669243047.3105,0.0055851,-0.0077667,0.0028798,1.052,-0.202,9.8180008,0.9650449014211866,0.913059036019696
1669243047.3206,0.0024435,-0.011781,0.0043633,1.1980001,-0.392,9.9580002,0.9895133369063268,0.921917224526985
1669243047.3306,-0.0033161,-0.01309,-0.0003491,1.4480001,-0.064,10.0460005,0.9918437064826986,0.9983595546222997
1669243047.3406,-0.0068941,-0.0136136,-0.0013963,1.358,-0.47,10.184,0.9770844024545011,0.9255261124957416
1669243047.3505,-0.0132645,-0.0172788,-0.0025307,1.1700001,-0.196,10.3820009,0.9502860424597531,0.9566937052620845
1669243047.3606,-0.0200713,-0.0175406,-0.0031416,0.9220001,-0.122,10.6780005,0.9658210978576253,0.9957349043530329
1669243047.3705,-0.0319395,-0.0203331,-0.0030543,1.09,-0.27,10.9460001,0.9351386402133363,0.904200945936177
1669243047.3806,-0.0420624,-0.0204204,-0.0057596,1.304,-0.056,10.4980001,0.9425174020939071,0.926510251771461
1669243047.3906,-0.0568105,-0.0257436,-0.0064577,1.3980001,-0.138,10.4940004,0.9075623035150937,0.9717851203321249
1669243047.4006,-0.0596903,-0.0312414,-0.0050615,1.2440001,-0.24,10.3720007,0.9689281089371996,0.9714571559266931
1669243047.4105,-0.0577704,-0.0359538,-0.0068941,1.036,-0.132,10.2140007,0.9794152170976369,0.9222452053363785
1669243047.4206,-0.0573341,-0.0362156,-0.0064577,0.9300001,-0.088,10.0740004,0.9972810871386448,0.9524284783834241
1669243047.4306,-0.0608247,-0.0421497,-0.0062832,1.0960001,-0.398,10.7060003,0.9588304341952738,0.8182441212315921
1669243047.4406,-0.0571595,-0.0429351,-0.0096866,1.5420001,-0.274,10.9900007,0.9976696304236281,0.9005919267357276
1669243047.4505,-0.053058,-0.046164,-0.0080285,1.6420001,-0.306,10.776001,0.9887366954031241,0.9865488006521972
1669243047.4606,-0.0557633,-0.0473857,-0.0064577,1.258,-0.216,10.1480007,0.9895133369063268,0.8192282769112734
1669243047.4706,-0.0570723,-0.0513127,-0.0066323,0.966,0.086,10.3560009,0.9759192176663152,0.9648955548594691
1669243047.4806,-0.0576831,-0.0508763,-0.0057596,1.148,-0.374,10.9200001,0.9968920987868976,0.8303831676863593
1669243047.4905,-0.0490438,-0.0456404,-0.0046251,1.36,-0.494,10.5640001,0.9331968139219478,0.9960630492020427
1669243047.5006,-0.0466003,-0.0436332,-0.0083776,1.2360001,-0.18,10.6360006,0.9968925438536616,0.9399615987549185
1669243047.5106,-0.0475602,-0.0380482,-0.0064577,1.0880001,-0.408,10.7880001,0.9708703802953522,0.9619428909728861
1669243047.5205,-0.046164,-0.0354302,-0.006545,0.918,-0.14,10.5240002,0.9825226732439754,0.8848441891597443
1669243047.5306,-0.047822,-0.0316777,-0.0077667,1.0940001,-0.364,10.9960003,0.996115457283695,0.8569574215329556
1669243047.5406,-0.0482584,-0.0239983,-0.0054105,1.2540001,-0.558,11.2820005,0.9572771511888686,0.8950146125798776
1669243047.5505,-0.0429351,-0.0166679,-0.0075049,1.3540001,-0.562,10.9200001,0.9530040651875802,0.9576777133061104
1669243047.5606,-0.0480838,-0.0101229,-0.005236,1.2700001,-0.392,10.7920008,0.9836874129653973,0.9373369812935757
1669243047.5706,-0.0485202,-0.0024435,-0.0066323,1.0700001,-0.468,10.1240005,0.9739782815084547,0.8700805744555187
1669243047.5806,-0.0480838,0.0017453,-0.0049742,1.1980001,-0.498,10.1680002,0.9875706204814102,0.9668640466624094
1669243047.5906,-0.0455531,0.0087266,-0.0024435,1.174,-0.698,10.5720005,0.9914551631977153,0.9048569895747716
1669243047.6006,-0.0452913,0.0109083,-0.0024435,1.202,-0.508,10.2240009,0.9914551631977153,0.9163398611592508
1669243047.6105,-0.0486947,0.010472,-0.0007854,1.08,-0.48,10.1660004,0.9941740760590705,0.965879677731227
1669243047.6206,-0.0509636,0.01309,-0.0028798,1.2880001,-0.356,10.4320002,0.9689285540039637,0.9425861506004156
1669243047.6306,-0.0445059,0.0152716,-0.0016581,1.1900001,-0.438,9.7920008,0.9755311194480958,0.8923901099462662
1669243047.6406,-0.0342957,0.010821,-0.0001745,1.2600001,-0.622,9.8440008,0.9281466413506928,0.9498038773260425
1669243047.6505,-0.0250455,0.0114319,-0.0007854,1.2900001,-0.492,9.8920002,0.964268259917984,0.991469841513989
1669243047.6606,-0.0191986,0.007854,-0.0001745,1.302,-0.418,9.9280005,0.9553344347639521,0.9957350027768028
1669243047.6706,-0.0137881,0.0070686,-0.0016581,1.1620001,-0.558,9.9860001,0.9790271188794176,0.9904857514501545
1669243047.6806,-0.0034907,0.0014835,-0.0011345,1.0,-0.486,10.0120001,0.9269819016292709,0.9658797433470738
1669243047.6906,0.0036652,-0.0044506,-0.0013963,1.5380001,-0.688,10.4240007,0.9848525977535831,0.8110262468703103
1669243047.7006,0.0120428,0.0023562,0.0009599,1.3460001,-0.446,9.5760002,0.9739778364416907,0.7897011295226304
1669243047.7106,0.0150098,-0.0041888,-0.0012217,1.046,-0.604,8.8540001,0.9774733908062484,0.8582697384656085
1669243047.7206,0.0148353,-0.0071559,-0.0005236,0.988,-0.446,9.4960003,0.9906780766277486,0.930119090528332
1669243047.7305,0.0206822,-0.0101229,-0.0018326,1.12,-0.8,9.6220007,0.9549463365457328,0.8996076890362382
1669243047.7406,0.0267035,-0.0174533,-0.002618,1.2880001,-0.586,9.5640001,0.9370804665047248,0.9829397978557094
1669243047.7506,0.0283616,-0.0222529,-0.0028798,1.222,-0.7360001,10.0160007,0.9700937387921497,0.9120746670885136
1669243047.7606,0.0277507,-0.0258309,-0.0049742,1.24,-0.61,9.9740009,0.9774729457394844,0.9753940739167277
1669243047.7706,0.0280998,-0.0294961,-0.0038397,1.1880001,-0.532,9.8400002,0.9871829673299549,0.9566934427986982
1669243047.7806,0.0277507,-0.0300197,-0.0013963,1.184,-0.508,9.7840004,0.9899018801913101,0.9862206886111106
1669243047.7906,0.0288852,-0.034383,-0.001309,1.2620001,-0.512,9.7260008,0.9759196627330792,0.9960629671822343
1669243047.8006,0.0351684,-0.0337721,-0.0015708,1.0940001,-0.6900001,9.9460001,0.9735892931567074,0.9622709866100112
1669243047.8106,0.0439823,-0.0397062,-0.0045379,1.0420001,-0.8100001,10.2880001,0.9211559776883413,0.9327437572015598
1669243047.8205,0.0551524,-0.0374373,-0.0005236,1.166,-0.786,10.3940001,0.978250032309451,0.966207871792122
1669243047.8305,0.0464258,-0.033074,-0.0010472,0.882,-0.632,9.8620005,0.9440715752338403,0.8408816375317327
1669243047.8406,0.0324631,-0.0405789,0.0005236,1.4460001,-0.394,10.3940001,0.9689281089371996,0.8592540581849057
1669243047.8505,0.0239983,-0.0368264,0.0021817,1.182,-0.632,9.6980009,0.9530045102543443,0.8815635116558447
1669243047.8606,0.0142244,-0.0521853,0.0006109,1.5200001,-0.5560001,9.7580004,0.9821341299589921,0.9471792926726226
1669243047.8706,0.0129154,-0.0481711,0.0015708,1.118,-0.638,10.3520002,0.9805804018858228,0.9550532106724987
1669243047.8806,0.0150971,-0.0558505,0.0015708,1.036,-0.382,10.1620007,0.9561115213339186,0.9133871644647439
1669243047.8905,0.0098611,-0.0573341,0.0005236,1.1120001,-0.356,10.3440008,0.9786385755944342,0.9619427761451546
1669243047.9006,0.0028798,-0.0522726,0.0,1.4120001,-0.418,10.2020006,0.9440711301670763,0.9639113171599799
1669243047.9106,0.0013963,-0.053058,0.0001745,1.174,-0.274,10.2160006,0.9976696304236282,0.939633404694024
1669243047.9207,-0.0034034,-0.0555887,-0.0008727,1.2340001,-0.318,10.5740004,0.9766963042362818,0.9242137135432805
1669243047.9305,-0.0056723,-0.0519235,-0.0006981,1.156,-0.306,10.552,0.9930084462041205,0.9816274809230568
1669243047.9407,-0.0012217,-0.0519235,0.0005236,1.092,-0.228,10.1140003,0.9794152170976369,0.90485707159458
1669243047.9506,-0.0076794,-0.0496546,-0.0024435,0.9960001,-0.462,10.6520004,0.9728122065867407,0.8891091863829418
1669243047.9607,-0.0114319,-0.0454658,-0.0019199,1.5560001,-0.286,10.6460009,0.9957278041322397,0.9379929429123617
1669243047.9706,-0.0112574,-0.0421497,-0.0028798,1.148,-0.354,9.9520006,0.9887366954031241,0.8303829708388195
1669243047.9806,-0.0242601,-0.0467748,-0.0044506,1.3440001,-0.224,10.3100004,0.9145534122442092,0.9304472189733801
1669243047.9905,-0.0376991,-0.0375246,-0.006545,1.1400001,-0.04,10.4140005,0.9720355650835382,0.9534127652947988
1669243048.0007,-0.0434587,-0.0357792,-0.0077667,1.024,-0.254,10.2800007,0.9766967493030457,0.9940945902070254
1669243048.0106,-0.0500909,-0.0322886,-0.0045379,1.1160001,-0.076,10.8340006,0.9996119017817806,0.9232294594398298
1669243048.0206,-0.0544543,-0.0234747,-0.0058469,1.1120001,-0.33,10.6100006,0.9860182276085331,0.9957349699688794
1669243048.0305,-0.0562869,-0.0243473,-0.0062832,1.212,-0.216,11.0220003,0.9860182276085331,0.9347122982163854
1669243048.0406,-0.0600393,-0.0164061,-0.0075049,1.2080001,-0.236,10.7140007,0.9867944240449716,0.9521005139779927
1669243048.0506,-0.0630064,-0.0212057,-0.0080285,1.192,-0.252,10.4000006,0.9631026300630341,0.9484915275854668
1669243048.0606,-0.0652753,-0.0181514,-0.0086394,1.266,-0.162,10.6520004,0.9992233584967973,0.9612866832946753
1669243048.0706,-0.0547161,-0.0111701,-0.0053233,1.222,-0.218,10.4320002,0.9071742052968744,0.9658797269431119
1669243048.0806,-0.0484329,-0.0101229,-0.0048869,1.222,-0.332,10.2460003,0.965432554572642,0.9881891640100896
1669243048.0906,-0.0565487,-0.0076794,-0.0069813,1.136,-0.362,10.2200003,0.965432999639406,0.9865487514403118
1669243048.1005,-0.0663225,-0.010821,-0.0068941,1.404,-0.488,10.3300009,0.9429059453788903,0.9173239348191236
1669243048.1106,-0.0703368,-0.007854,-0.0059341,1.194,-0.286,10.2280006,0.9996114567150167,0.9156835878651929
1669243048.1208,-0.0675442,-0.0122173,-0.0041888,1.1980001,-0.346,9.9460001,0.9992229134300334,0.9642392979693729
1669243048.1305,-0.0736529,-0.0071559,-0.0029671,1.0040001,-0.36,9.9000006,0.9992238035635613,0.9629271286723757
1669243048.1406,-0.0802851,-0.0094248,-0.0034034,1.1340001,-0.472,9.9420004,0.9584423359770544,0.9534127816987603
1669243048.1506,-0.0880519,-0.0103847,-0.0031416,1.1120001,-0.192,10.0820007,0.9623255434930675,0.9734256313256723
1669243048.1607,-0.0958186,-0.0123918,-0.0006981,1.4360001,-0.484,10.4020004,0.9673752709975585,0.8464589680915441
1669243048.1705,-0.0953822,-0.0089884,-0.0017453,1.304,-0.042,10.1640005,0.9875710655481743,0.8667998313357728
1669243048.1806,-0.0945968,-0.0084648,-0.0027925,1.0200001,-0.208,10.3400002,0.998834815211814,0.9904857350461926
1669243048.1906,-0.0872665,-0.0045379,-0.0005236,1.026,-0.362,10.4640007,0.9397998244328439,0.9534126832749904
1669243048.2005,-0.0692023,0.0022689,-0.0011345,1.0680001,-0.552,10.0940008,0.9122225976010734,0.9773625657196681
1669243048.2106,-0.0588176,0.007854,0.0022689,1.5560001,-0.288,9.026,0.9836874129653973,0.8615504323734695
1669243048.2206,-0.0702495,0.0093375,0.0007854,1.074,-0.36,9.1600008,0.9491204126048032,0.9547251806512207
1669243048.2305,-0.0818559,-0.0024435,0.0042761,0.776,-0.5560001,11.0780001,0.9634907282812535,0.7021041547116554
1669243048.2406,-0.0877028,-0.0025307,0.0017453,1.008,-0.638,11.1800003,0.9848530428203471,0.9317595030981091
1669243048.2506,-0.0945968,-0.0101229,0.0049742,1.072,-0.504,10.9100008,0.9211559776883413,0.9442266123820777
1669243048.2606,-0.10088,-0.0158825,0.0029671,1.3820001,-0.318,10.7120008,0.9553344347639521,0.9878610847769261
1669243048.2706,-0.0974766,-0.0247837,0.0054105,1.228,-0.54,9.8240004,0.9646563581362033,0.8654874323833117
1669243048.2807,-0.1064651,-0.0314159,0.003927,1.2800001,-0.354,9.7160006,0.9370800214379609,0.9603024619991471
1669243048.2905,-0.108734,-0.0274017,0.0059341,0.882,-0.28,9.9660006,0.998834815211814,0.963583188714932
1669243048.3005,-0.1160644,-0.0358665,0.0068941,0.906,-0.272,10.6340008,0.9254281735561016,0.8877968694502891
1669243048.3105,-0.1140573,-0.0471239,0.0075049,1.3260001,-0.154,11.7820005,0.9561115213339186,0.7621425887646601
1669243048.3207,-0.1180715,-0.0458149,0.0068068,1.24,0.492,10.8000002,0.991067064979496,0.8802510142796137
1669243048.3305,-0.0800233,-0.0507018,0.0062832,0.938,-0.878,8.9960003,0.8500797056090008,0.7178518758836775
1669243048.3406,-0.01309,-0.0528835,0.0109083,1.5300001,-1.358,9.6320009,0.7323969321357517,0.7198202200509627
1669243048.3506,-0.0205076,-0.0568977,0.0054105,1.09,0.4,9.1460009,0.9735897382234713,0.6909493459563778
1669243048.3606,-0.043895,-0.0784525,0.0060214,1.442,-1.0880001,10.0140009,0.7972582919224154,0.6870123951584208
1669243048.3706,-0.0654498,-0.0702495,0.0089012,0.9300001,-0.654,10.5340004,0.9277585431324734,0.9301190413164473
1669243048.3806,-0.0774926,-0.0507891,0.0045379,0.42,0.184,9.7240009,0.947567129598398,0.7063691519348525
1669243048.3905,-0.0719948,-0.0445932,0.0119555,0.79,-0.938,9.6760006,0.9809685001040421,0.8234934217701255
1669243048.4006,-0.046164,-0.0245219,0.0109956,1.6620001,-0.432,9.9460001,0.7914328130482498,0.895670869469974
1669243048.4106,-0.0346448,0.0032289,0.0088139,2.3260002,-0.294,9.776,0.8442537816680712,0.9416018964969644
1669243048.4206,-0.0510509,0.0152716,0.0095993,1.1880001,-0.42,9.4380007,0.8698882920749251,0.7785466160386629
1669243048.4306,-0.0542797,0.0120428,0.009512,0.934,-0.74,11.0300007,0.9996114567150166,0.7280223321117338
1669243048.4406,-0.0645772,0.0286234,0.0113446,0.462,-0.6020001,11.0720005,0.8722182165845331,0.9068254813777117
1669243048.4505,-0.0739147,0.0375246,0.0076794,0.418,-0.22,10.9840002,0.9351381951465723,0.9156835714612314
1669243048.4606,-0.0590794,0.0719948,0.0128282,1.1700001,-0.768,9.8860006,0.8896959884073217,0.9668639154307166
1669243048.4707,-0.0301942,0.0862193,0.0185005,1.13,-0.9260001,7.7140002,0.9599956189834596,0.6630625619256276
1669243048.4806,-0.0172788,0.0784525,0.018326,1.9980001,-0.826,7.0600004,0.9071737602301103,0.9812994509017788
1669243048.4906,-0.0260927,0.096953,0.0198095,0.98,-0.78,8.9680004,0.8718301183663137,0.8615505800091243
1669243048.5006,-0.0356047,0.108734,0.0213803,1.0500001,-0.788,9.3780003,0.8982408252096065,0.9199486671081981
1669243048.5105,-0.0311541,0.1112647,0.0213803,0.252,-0.09,9.618,0.9914551631977153,0.7939661759577131
1669243048.5206,-0.0433714,0.1037598,0.023911,2.312,-0.596,9.4760008,0.9677633692157778,0.6023678381746037
1669243048.5306,-0.0452913,0.120515,0.0253073,1.7620001,-0.052,7.1060004,0.910668869527904,0.43176671894958873
1669243048.5406,-0.0344703,0.1016654,0.0274017,1.404,-0.938,5.9100003,0.87726749902226,0.8904215033155938
1669243048.5506,-0.0275762,0.0938114,0.0280998,0.814,-0.288,6.9120002,0.93746811965618,0.960958554849627
1669243048.5606,-0.0382227,0.0921534,0.0248709,0.432,-0.33,6.8880005,0.97436593465991,0.940289628776197
1669243048.5705,-0.0450295,0.0776671,0.0233874,0.9860001,-0.64,8.5860004,0.9592185324134931,0.5797305023180414
1669243048.5806,-0.0400553,0.0931133,0.0226893,1.72,0.188,9.6460009,0.9564996195521379,0.7798587689316988
1669243048.5906,-0.0411025,0.0959931,0.0229511,1.5460001,-0.002,8.3640003,0.9813570433890254,0.7306468675532689
1669243048.6006,-0.0405789,0.0798488,0.0254818,1.396,-0.064,7.5740004,0.9370800214379609,0.8559732166413896
1669243048.6106,-0.0358665,0.0721694,0.0279253,1.4360001,0.012,7.4280005,0.9557234231156994,0.9740817733880366
1669243048.6206,-0.0329867,0.0656244,0.0260927,1.0860001,-0.278,7.3260002,0.9498970541080058,0.9694885821039447
1669243048.6306,-0.0273144,0.0528835,0.0235619,1.212,-0.378,7.4160004,0.906785216945127,0.9481634647562651
1669243048.6406,-0.0230383,0.0455531,0.0215548,0.942,-0.316,7.6620002,0.9394103910143325,0.9858925601660626
1669243048.6506,-0.0300197,0.0345575,0.0222529,1.3340001,-0.016,8.5340004,0.9852411410385664,0.8418657604034907
1669243048.6607,-0.0263545,0.0385718,0.0213803,1.046,-0.278,8.3360004,0.9976700754903922,0.9632551094817688
1669243048.6706,-0.0209439,0.0273144,0.0223402,1.1960001,-0.136,8.2120008,0.9300884676420813,0.9809714864963474
1669243048.6806,-0.017366,0.0179769,0.0204204,0.9680001,-0.1,8.0220003,0.9339734554251503,0.9255259320521632
1669243048.6906,-0.0219911,0.0021817,0.0212057,1.0320001,-0.232,8.2540007,0.9537807066907829,0.9297909784872453
1669243048.7006,-0.0146608,-0.0047997,0.0241728,1.2880001,-0.358,8.474,0.992232694834446,0.9012482656456321
1669243048.7105,-0.0144862,-0.0083776,0.0228638,1.2160001,-0.226,8.5720005,0.9906789667612768,0.9826118826621627
1669243048.7206,-0.014399,-0.0174533,0.0224275,1.2820001,-0.202,8.9660006,0.9619370002080843,0.9284787107664779
1669243048.7305,-0.0123046,-0.0212057,0.0221657,1.3800001,-0.29,9.0360003,0.9937859778408511,0.9580059073670054
1669243048.7406,-0.0171915,-0.0250455,0.0222529,1.062,-0.32,8.9220009,0.9607722604866624,0.934056156154021
1669243048.7506,-0.0195477,-0.0349066,0.0206822,0.9760001,-0.342,9.2700005,0.9526155219025968,0.9534127981027216
1669243048.7606,-0.0268781,-0.0441568,0.0221657,1.0040001,-0.308,9.1880007,0.9196026946819362,0.9855645465487459
1669243048.7706,-0.0289725,-0.0547161,0.0240855,1.3460001,-0.182,9.3320007,0.9351381951465723,0.9409457380306382
1669243048.7806,-0.0295833,-0.0564614,0.0233874,1.2360001,-0.35,9.5780001,0.9926207930526652,0.9501320549829754
1669243048.7906,-0.0261799,-0.06353,0.0245219,1.2540001,-0.19,9.684,0.9786381305276702,0.994094557399102
1669243048.8006,-0.0262672,-0.0657116,0.0263545,1.008,-0.294,9.8640003,0.9817455866740088,0.9937664617619772
1669243048.8105,-0.0262672,-0.0733038,0.0253945,1.176,-0.278,10.1360006,0.9704822820771329,0.9304471533575334
1669243048.8206,-0.0230383,-0.0711222,0.0255691,1.0780001,-0.256,10.3440008,0.9766967493030457,0.9855644645289375
1669243048.8305,-0.0266163,-0.078278,0.02522,1.176,-0.234,10.6280003,0.9537811517575469,0.9409458364544081
1669243048.8406,-0.027838,-0.079587,0.0251327,1.4120001,-0.244,10.7440004,0.9891252386881074,0.9406176259895519
1669243048.8506,-0.0293215,-0.079587,0.0292343,1.1,-0.254,10.5660009,0.9751425761631125,0.9212610496566979
1669243048.8606,-0.0299324,-0.0813323,0.0292343,1.0600001,-0.3,10.8860006,0.9895133369063269,0.9465231178023348
1669243048.8705,-0.0350811,-0.0779289,0.0284489,1.062,-0.186,11.2420006,0.9957278041322396,0.9599743499580607
1669243048.8806,-0.0295833,-0.0776671,0.0289725,0.816,-0.326,11.4880009,0.9766963042362818,0.9770344044666968
1669243048.8906,-0.0259181,-0.0779289,0.0276635,1.2360001,-0.246,11.8980007,0.9790266738126535,0.8769703039677906
1669243048.9006,-0.0281871,-0.0710349,0.0286234,1.304,-0.262,11.9040003,0.9836878580321612,0.9852365165274679
1669243048.9106,-0.0289725,-0.070075,0.0302815,1.182,-0.214,11.802001,0.9933969894891038,0.9553813391175472
1669243048.9206,-0.0345575,-0.067457,0.0287979,1.294,-0.314,12.0980005,0.9933978796226318,0.9166679567963756
1669243048.9306,-0.0401426,-0.0603884,0.0308923,1.1120001,-0.256,12.0540009,0.9972810871386447,0.953412830910645
1669243048.9406,-0.0421497,-0.0527089,0.0298451,0.956,-0.164,12.0840006,0.9700932937253856,0.9642392979693729
1669243048.9506,-0.0364774,-0.0418879,0.0336849,0.9,-0.49,12.0440006,0.9436834770156209,0.9622708881862406
1669243048.9606,-0.0276635,-0.0348193,0.0327249,0.9820001,-0.114,12.6260004,0.9250396302711185,0.9527566068284723
1669243048.9705,-0.0341212,-0.026529,0.031765,1.4260001,-0.386,12.8880005,0.9875715106149383,0.8395692385792717
1669243048.9806,-0.0385718,-0.0182387,0.0321141,1.4960001,-0.108,12.2380009,0.9844644995353639,0.8592540745888673
1669243048.9906,-0.0445932,-0.0143117,0.0340339,1.092,-0.306,11.9420004,0.9821341299589921,0.9176520140522865
1669243049.0007,-0.0485202,-0.0074176,0.0356047,0.998,-0.098,11.8100004,0.9937855327740872,0.9288068064036027
1669243049.0106,-0.0424988,-0.0011345,0.0367392,1.018,-0.174,12.3400002,0.9502860424597531,0.8973112328278662
1669243049.0206,-0.0336849,0.0073304,0.0364774,1.092,-0.37,12.4140005,0.9871829673299549,0.9435703226840582
1669243049.0306,-0.0342085,0.0099484,0.0352557,1.4180001,0.006,11.9160004,0.9914551631977153,0.9120747655122835
1669243049.0406,-0.0354302,0.0191114,0.0359538,1.0580001,-0.238,11.2840004,0.9506741406779724,0.8753298913980139
1669243049.0506,-0.0350811,0.0187623,0.0369137,1.2320001,-0.134,11.4580002,0.998835260278578,0.9599743663620224
1669243049.0607,-0.0375246,0.0290597,0.0383972,1.0580001,-0.084,11.2300005,0.9366919232197415,0.9258541425170193
1669243049.0706,-0.0397935,0.0249582,0.0383972,1.286,-0.046,11.1340008,0.9918437064826986,0.9845802432334096
1669243049.0806,-0.0436332,0.0279253,0.0363901,1.3340001,-0.148,11.1660004,0.9786381305276702,0.9701448389940411
1669243049.0906,-0.0434587,0.0315905,0.0382227,1.0780001,-0.064,10.2860003,0.9763077609512985,0.7998716513665342
1669243049.1006,-0.0403171,0.0258309,0.0390954,0.952,0.032,10.2420006,0.96426781485122,0.9668640302584481
1669243049.1106,-0.038659,0.0262672,0.0366519,1.3000001,-0.12,10.3240004,0.9836869678986332,0.9150274950147136
1669243049.1207,-0.0305433,0.0242601,0.0368264,1.3180001,-0.08,9.8780003,0.9557234231156994,0.9232294430358683
1669243049.1308,-0.0333358,0.0177151,0.0372628,1.1140001,0.068,9.9800005,0.9852411410385664,0.981299516517625
1669243049.1407,-0.0389208,0.0150098,0.0371755,1.1700001,-0.224,10.3500004,0.9875719556817023,0.9045289595534931
1669243049.1506,-0.0359538,0.0140499,0.0389208,0.78,-0.118,9.6980009,0.9902904234762934,0.8116825857802148
1669243049.1607,-0.0379609,0.0053233,0.0395317,1.2060001,-0.016,10.1720009,0.9728126516535047,0.8690963695639526
1669243049.1706,-0.0419752,0.0060214,0.0383972,1.4640001,-0.104,10.0240002,0.9840759562503806,0.9675202707445827
1669243049.1806,-0.0349066,0.0035779,0.0376991,1.3080001,-0.036,8.7940006,0.9545577932607495,0.7614864631062573
1669243049.1906,-0.0368264,-0.0042761,0.0387463,0.9900001,-0.082,9.3340006,0.9836874129653973,0.9560373827561419
1669243049.2007,-0.0380482,-0.0087266,0.0394444,1.0420001,-0.028,9.7540007,0.9716474668653189,0.9314314238649458
1669243049.2106,-0.0335976,-0.0136136,0.0387463,1.156,-0.07,9.4500008,0.998835260278578,0.975722136745929
1669243049.2206,-0.0356047,-0.0198095,0.0401426,1.22,0.0,9.6640005,0.9572767061221046,0.9658798089629202
1669243049.2306,-0.0326377,-0.0266163,0.0406662,1.0480001,-0.018,9.6420002,0.9805799568190587,0.9711289946737218
1669243049.2406,-0.0290597,-0.0347321,0.0414516,1.0760001,-0.212,9.434,0.9763082060180625,0.9977034781757816
1669243049.2506,-0.0248709,-0.0408407,0.0406662,1.194,-0.054,9.2020006,0.994951162629037,0.9553813063096238
1669243049.2606,-0.0259181,-0.0457276,0.0415388,1.0600001,-0.252,9.2780008,0.9697056405739303,0.9770344044666964
1669243049.2707,-0.0269653,-0.0513999,0.0413643,1.3000001,0.01,9.3760004,0.9708703802953523,0.9842522624240166
1669243049.2807,-0.0245219,-0.0531453,0.0415388,1.026,-0.042,9.4560003,0.9976700754903922,0.9734255493058637
1669243049.2906,-0.0272271,-0.0576831,0.0413643,1.0940001,-0.07,9.6560001,0.9685404557857443,0.9514442898958196
1669243049.3007,-0.0254818,-0.0579449,0.0419752,1.2540001,0.024,9.5440006,0.9961163474172229,0.9996718387470284
1669243049.3106,-0.0255691,-0.0623083,0.0418879,1.2880001,-0.07,9.6920004,0.9805799568190587,0.9625990002273276
1669243049.3207,-0.0216421,-0.066148,0.042237,1.146,-0.052,9.3720007,0.998834815211814,0.9212610168487742
1669243049.3306,-0.0232129,-0.0672824,0.0445059,0.89,-0.042,9.3340006,0.9778619340912318,0.9501319401552439
1669243049.3407,-0.0228638,-0.067806,0.0459022,1.0020001,-0.058,9.7120008,0.9930088912708844,0.9169959047978452
1669243049.3506,-0.0185005,-0.0657989,0.0475602,0.998,-0.046,9.5320005,0.9790266738126535,0.9678481695341676
1669243049.3606,-0.0178024,-0.067806,0.0453786,1.3340001,-0.168,9.6880007,0.996116347417223,0.8992796262070368
1669243049.3706,-0.0184132,-0.0612611,0.0479093,1.184,-0.066,9.8640003,0.9848525977535832,0.9875329071199932
1669243049.3806,-0.0150098,-0.0608247,0.0469494,1.0380001,-0.098,10.0040007,0.9786381305276702,0.9957348879490711
1669243049.3906,-0.0166679,-0.0564614,0.0501782,1.1320001,0.014,9.8840008,0.9976696304236281,0.98195565857999
1669243049.4006,-0.0178896,-0.0536689,0.047822,1.2,0.038,9.6880007,0.9825222281772112,0.9829398470675941
1669243049.4107,-0.0136136,-0.0493928,0.0490438,1.33,0.056,9.8660002,0.9673752709975585,0.9465231670142192
1669243049.4206,-0.0118682,-0.0447677,0.0509636,0.9540001,-0.05,9.9300003,0.9801914135340755,0.9478354347349869
1669243049.4306,-0.016057,-0.0466003,0.0495673,1.018,0.056,10.3380003,0.9794152170976369,0.9215890796779759
1669243049.4407,-0.0180642,-0.0392699,0.051749,1.0380001,-0.014,10.1660004,0.9860182276085331,0.9681763471911008
1669243049.4506,-0.0189368,-0.0338594,0.0502655,1.1620001,-0.03,9.7960005,0.973200749871724,0.9622709045902025
1669243049.4606,-0.0177151,-0.0273144,0.0492183,1.182,0.098,9.7440004,0.9607722604866622,0.9940946066109873
